A номер;B номер;IMSI;Дата (коммутатор);Продолжительность;Набрано;Переадресовано;IMEI;ID первой БС;Адрес первой БС;Коммутатор ID;Коммутатор;SMS центр;Тип записи;Тип соединения;Время по Москве;Номер;Контакт;LAC
79062863352;79522959984;250992180008353;11.11.2013 18:02:40;18;79522959984;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;11.11.2013 18:02:40;79062863352;79522959984;6238
79062863352;79062863357;;11.11.2013 18:09:20;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;11.11.2013 18:09:20;79062863352;79062863357;
79062863357;79062863352;;11.11.2013 18:21:41;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;11.11.2013 18:21:41;79062863357;79062863352;
79062863352;79522959984;250992180008353;11.11.2013 18:54:56;119;79522959984;;352833037456380;21232 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;;Исходящий звонок;Local;11.11.2013 18:54:56;79062863352;79522959984;6238
79062863352;79522959984;250992180008353;11.11.2013 19:17:57;254;79522959984;;352833037456380;21232 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;;Исходящий звонок;Local;11.11.2013 19:17:57;79062863352;79522959984;6238
79062863352;78152238662;250992180008353;11.11.2013 19:44:53;421;78152238662;;352833037456380;21231 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;;Исходящий звонок;Local;11.11.2013 19:44:53;79062863352;78152238662;6238
79633596113;79062863352;250992180008353;11.11.2013 20:27:46;636;79062863352;;352833037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;;Входящий звонок;Local;11.11.2013 20:27:46;79062863352;79633596113;6238
79633596113;79062863352;250992180468178;11.11.2013 20:27:47;635;79062863352;;351727051153460;23263 ;Энская обл, Энск г, Шевченко ул, д.40, Большая Южная автостоянка, Осветительная опора;79062919999;Энск;;Исходящий звонок;Local;11.11.2013 20:27:47;79633596113;79062863352;6238
79062863352;79216666377;;11.11.2013 20:43:56;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;11.11.2013 20:43:56;79062863352;79216666377;
79062863352;79216666377;;11.11.2013 20:44:01;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;11.11.2013 20:44:01;79062863352;79216666377;
79062863352;79216666377;;11.11.2013 20:44:05;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;11.11.2013 20:44:05;79062863352;79216666377;
79062863352;79216666377;;11.11.2013 20:55:01;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;11.11.2013 20:55:01;79062863352;79216666377;
79651143759;79062863352;250992180008353;11.11.2013 21:18:13;253;79062863352;;352833037456380;21232 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;;Входящий звонок;Local;11.11.2013 21:18:13;79062863352;79651143759;6238
79651143759;79062863352;250997107593215;11.11.2013 21:18:14;252;79062863352;;356555051268150;11373 ;г. Москва, Люблинская ул., д.48;79037026999;Moscow;;Исходящий звонок;Local;11.11.2013 21:18:14;79651143759;79062863352;27913
79062863352;79216666377;;11.11.2013 21:38:48;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;11.11.2013 21:38:48;79062863352;79216666377;
79633596114;79062863352;250992180008353;11.11.2013 21:59:10;389;79062863352;;352833037456380;21232 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;;Входящий звонок;Local;11.11.2013 21:59:10;79062863352;79633596114;6238
79633596114;79062863352;250992181272435;11.11.2013 21:59:10;389;79062863352;;356541046018590;20155 ;"Энская обл, Энск г, Желтая гора, СМТС и СХ ГУП ""АМНГР""";79062919999;Энск;;Исходящий звонок;Local;11.11.2013 21:59:10;79633596114;79062863352;6238
79062863352;79216666377;250992180008353;11.11.2013 22:05:53;507;79216666377;;352833037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;;Исходящий звонок;Local;11.11.2013 22:05:53;79062863352;79216666377;6238
79062863352;79633596114;;11.11.2013 22:16:01;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;11.11.2013 22:16:01;79062863352;79633596114;
79062863352;79216666377;;12.11.2013 09:19:47;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 09:19:47;79062863352;79216666377;
79062863352;79216666377;250992180008353;12.11.2013 09:34:13;204;79216666377;;352833037456380;20193 ;Энская обл, Энск г, Шолохова ул, д.30, Сопка Варничная, вышка ОРТПЦ;79062919999;Энск;;Исходящий звонок;Local;12.11.2013 09:34:13;79062863352;79216666377;6238
79113034457;79062863352;250992180008353;12.11.2013 12:14:00;16;79062863352;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;12.11.2013 12:14:00;79062863352;79113034457;6238
79062863352;79216666377;;12.11.2013 12:38:40;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 12:38:40;79062863352;79216666377;
79062863352;79216666377;;12.11.2013 13:10:06;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 13:10:06;79062863352;79216666377;
79062863352;79113034457;250992180008353;12.11.2013 13:15:26;9;79113034457;;352833037456380;20211 ;Энская обл, Энск г, Кольский пр-кт, д.1;79062919999;Энск;;Исходящий звонок;Local;12.11.2013 13:15:26;79062863352;79113034457;6238
79062863352;79163714859;250992180008353;12.11.2013 13:22:20;36;79163714859;;352833037456380;20193 ;Энская обл, Энск г, Шолохова ул, д.30, Сопка Варничная, вышка ОРТПЦ;79062919999;Энск;;Исходящий звонок;Local;12.11.2013 13:22:20;79062863352;79163714859;6238
79062863352;79062863357;;12.11.2013 13:28:50;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 13:28:50;79062863352;79062863357;
79062863352;79035529737;;12.11.2013 14:19:49;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 14:19:49;79062863352;79035529737;
79062863352;79035529737;250991203988810;12.11.2013 14:24:23;356;79035529737;;352377052316070;46681 ;М.О., г. Купавна, котельная № 10;79037012999;Moscow MSC-23;;Входящий звонок;Local;12.11.2013 14:24:23;79035529737;79062863352;26886
79062863352;79035529737;250992180008353;12.11.2013 14:25:14;356;79035529737;;352833037456380;20211 ;Энская обл, Энск г, Кольский пр-кт, д.1;79062919999;Энск;;Исходящий звонок;Local;12.11.2013 14:25:14;79062863352;79035529737;6238
79062863352;79062863357;;12.11.2013 14:39:54;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 14:39:54;79062863352;79062863357;
79168999100;79062863352;250992180008353;12.11.2013 14:49:59;0;;;352833037456380;20213 ;Энская обл, Энск г, Кольский пр-кт, д.1;79062919999;Энск;79168999100;SMS Входящее;Local;12.11.2013 14:49:59;79062863352;79168999100;6238
79062863352;79163714859;250992180008353;12.11.2013 14:50:33;125;79163714859;;352833037456380;20213 ;Энская обл, Энск г, Кольский пр-кт, д.1;79062919999;Энск;;Исходящий звонок;Local;12.11.2013 14:50:33;79062863352;79163714859;6238
79095636913;79062863352;250992180008353;12.11.2013 15:13:47;60;79062863352;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;12.11.2013 15:13:47;79062863352;79095636913;6238
79095636913;79062863352;250992189005838;12.11.2013 15:13:47;60;79062863352;;013409007612090;21036 ;Энская обл, Энск г, Шмидта ул, д.43, МТФ;79062919999;Энск;;Исходящий звонок;Local;12.11.2013 15:13:47;79095636913;79062863352;6238
79062863352;79022823262;250992180008353;12.11.2013 15:31:43;30;79022823262;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;12.11.2013 15:31:43;79062863352;79022823262;6238
79062863352;79095636913;250992180008353;12.11.2013 15:40:52;80;79095636913;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;12.11.2013 15:40:52;79062863352;79095636913;6238
79062863352;79095636913;250992189005838;12.11.2013 15:40:52;80;79095636913;;013409007612090;21036 ;Энская обл, Энск г, Шмидта ул, д.43, МТФ;79062919999;Энск;;Входящий звонок;Local;12.11.2013 15:40:52;79095636913;79062863352;6238
79095636913;79062863352;250992180008353;12.11.2013 15:47:57;43;79062863352;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;12.11.2013 15:47:57;79062863352;79095636913;6238
79095636913;79062863352;250992189005838;12.11.2013 15:47:58;43;79062863352;;013409007612090;21038 ;Энская обл, Энск г, Шмидта ул, д.43, МТФ;79062919999;Энск;;Исходящий звонок;Local;12.11.2013 15:47:58;79095636913;79062863352;6238
79062863352;79216666377;;12.11.2013 15:49:31;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 15:49:31;79062863352;79216666377;
79062863352;79216666377;;12.11.2013 15:55:01;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 15:55:01;79062863352;79216666377;
79062863352;79216666377;;12.11.2013 15:55:05;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 15:55:05;79062863352;79216666377;
79062863352;79095636913;250992180008353;12.11.2013 15:58:35;54;79095636913;;352833037456380;20362 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;12.11.2013 15:58:35;79062863352;79095636913;6238
79062863352;79095636913;250992189005838;12.11.2013 15:58:35;54;79095636913;;013409007612090;21038 ;Энская обл, Энск г, Шмидта ул, д.43, МТФ;79062919999;Энск;;Входящий звонок;Local;12.11.2013 15:58:35;79095636913;79062863352;6238
79062863352;79095636913;250992180008353;12.11.2013 16:00:55;57;79095636913;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;12.11.2013 16:00:55;79062863352;79095636913;6238
79062863352;79095636913;250992189005838;12.11.2013 16:00:55;57;79095636913;;013409007612090;21038 ;Энская обл, Энск г, Шмидта ул, д.43, МТФ;79062919999;Энск;;Входящий звонок;Local;12.11.2013 16:00:55;79095636913;79062863352;6238
79062863352;79022823262;250992180008353;12.11.2013 16:06:32;13;79022823262;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;12.11.2013 16:06:32;79062863352;79022823262;6238
79062863352;79095636913;;12.11.2013 16:10:44;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 16:10:44;79062863352;79095636913;
79062863352;79095636913;;12.11.2013 16:10:48;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 16:10:48;79062863352;79095636913;
79062863352;79095636913;250992180008353;12.11.2013 16:22:11;147;79095636913;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;12.11.2013 16:22:11;79062863352;79095636913;6238
79062863352;79095636913;250992189005838;12.11.2013 16:22:11;147;79095636913;;013409007612090;21036 ;Энская обл, Энск г, Шмидта ул, д.43, МТФ;79062919999;Энск;;Входящий звонок;Local;12.11.2013 16:22:11;79095636913;79062863352;6238
79095636913;79062863352;250992180008353;12.11.2013 16:37:50;80;79062863352;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;12.11.2013 16:37:50;79062863352;79095636913;6238
79095636913;79062863352;250992189005838;12.11.2013 16:37:50;80;79062863352;;013409007612090;21038 ;Энская обл, Энск г, Шмидта ул, д.43, МТФ;79062919999;Энск;;Исходящий звонок;Local;12.11.2013 16:37:50;79095636913;79062863352;6238
79216664228;79062863352;250992180008353;12.11.2013 17:01:00;66;79062863352;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;12.11.2013 17:01:00;79062863352;79216664228;6238
79216664228;79062863352;250992180008353;12.11.2013 17:03:57;114;79062863352;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;12.11.2013 17:03:57;79062863352;79216664228;6238
79216664228;79062863352;250992180008353;12.11.2013 17:12:03;54;79062863352;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;12.11.2013 17:12:03;79062863352;79216664228;6238
79095636913;79062863352;250992180008353;12.11.2013 17:25:31;201;79062863352;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;12.11.2013 17:25:31;79062863352;79095636913;6238
79095636913;79062863352;250992189005838;12.11.2013 17:25:31;200;79062863352;;013409007612090;21038 ;Энская обл, Энск г, Шмидта ул, д.43, МТФ;79062919999;Энск;;Исходящий звонок;Local;12.11.2013 17:25:31;79095636913;79062863352;6238
79062863352;79216666377;;12.11.2013 17:37:45;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 17:37:45;79062863352;79216666377;
79062863352;79216666377;;12.11.2013 17:46:42;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 17:46:42;79062863352;79216666377;
79219600002;79062863352;250992180008353;12.11.2013 17:49:07;0;;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79219600002;SMS Входящее;Local;12.11.2013 17:49:07;79062863352;79219600002;6238
79219600002;79062863352;250992180008353;12.11.2013 17:49:12;0;;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79219600002;SMS Входящее;Local;12.11.2013 17:49:12;79062863352;79219600002;6238
79062863352;79216666377;;12.11.2013 18:05:35;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 18:05:35;79062863352;79216666377;
79062863352;79216666377;;12.11.2013 18:24:33;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 18:24:33;79062863352;79216666377;
79062863352;79216666377;250992180008353;12.11.2013 18:50:15;14;79216666377;;352833037456380;20073 ;Энская обл, Энск г, Ивченко ул, д.8;79062919999;Энск;;Исходящий звонок;Local;12.11.2013 18:50:15;79062863352;79216666377;6238
79062863357;79062863352;250992180008353;12.11.2013 19:09:12;25;79062863352;;352833037456380;20082 ;Энская обл, Энск г, Свердлова ул, д.18;79062919999;Энск;;Входящий звонок;Local;12.11.2013 19:09:12;79062863352;79062863357;6238
79062863357;79062863352;250992180397736;12.11.2013 19:09:12;24;79062863352;;357855010842960;20141 ;"Энская обл, Энск г, Прибрежная дорога, 12, Южная ТЭЦ ОАО ""Колэнерго""";79062919999;Энск;;Исходящий звонок;Local;12.11.2013 19:09:12;79062863357;79062863352;6238
79062863352;79216666377;;12.11.2013 19:51:18;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 19:51:18;79062863352;79216666377;
79062863352;79216666377;;12.11.2013 19:58:24;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 19:58:24;79062863352;79216666377;
79062863352;79216666377;;12.11.2013 19:58:29;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 19:58:29;79062863352;79216666377;
79062863352;79216666377;;12.11.2013 19:58:32;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 19:58:32;79062863352;79216666377;
79219600002;79062863352;250992180008353;12.11.2013 20:01:46;0;;;352833037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;79219600002;SMS Входящее;Local;12.11.2013 20:01:46;79062863352;79219600002;6238
79219600002;79062863352;250992180008353;12.11.2013 20:01:51;0;;;352833037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;79219600002;SMS Входящее;Local;12.11.2013 20:01:51;79062863352;79219600002;6238
79062863352;79216666377;;12.11.2013 20:03:55;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 20:03:55;79062863352;79216666377;
79219600002;79062863352;250992180008353;12.11.2013 20:04:54;0;;;352833037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;79219600002;SMS Входящее;Local;12.11.2013 20:04:54;79062863352;79219600002;6238
79062863352;79216666377;;12.11.2013 20:06:41;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 20:06:41;79062863352;79216666377;
79219600002;79062863352;250992180008353;12.11.2013 20:07:44;0;;;352833037456380;21231 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;79219600002;SMS Входящее;Local;12.11.2013 20:07:44;79062863352;79219600002;6238
79062863352;79216666377;;12.11.2013 20:11:15;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 20:11:15;79062863352;79216666377;
79219600002;79062863352;250992180008353;12.11.2013 20:22:53;0;;;352833037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;79219600002;SMS Входящее;Local;12.11.2013 20:22:53;79062863352;79219600002;6238
79062863352;79216666377;;12.11.2013 20:26:38;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 20:26:38;79062863352;79216666377;
79062863352;79216666377;;12.11.2013 20:26:41;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 20:26:41;79062863352;79216666377;
79062863352;79216666377;;12.11.2013 20:41:14;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 20:41:14;79062863352;79216666377;
79062863352;79216666377;;12.11.2013 20:41:19;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 20:41:19;79062863352;79216666377;
79062863352;79216666377;;12.11.2013 20:46:44;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 20:46:44;79062863352;79216666377;
79043490003;79062863352;250992180008353;12.11.2013 21:44:47;0;;;352833037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;79043490003;SMS Входящее;Local;12.11.2013 21:44:47;79062863352;79043490003;6238
79043490003;79062863352;250992180008353;12.11.2013 21:44:52;0;;;352833037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;79043490003;SMS Входящее;Local;12.11.2013 21:44:52;79062863352;79043490003;6238
79062863352;79522959984;;12.11.2013 21:47:05;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;12.11.2013 21:47:05;79062863352;79522959984;
79043490003;79062863352;250992180008353;12.11.2013 21:48:59;0;;;352833037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;79043490003;SMS Входящее;Local;12.11.2013 21:48:59;79062863352;79043490003;6238
79062863352;79522959984;250992180008353;12.11.2013 21:49:46;83;79522959984;;352833037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;;Исходящий звонок;Local;12.11.2013 21:49:46;79062863352;79522959984;6238
79114167216;79062863352;250992180008353;12.11.2013 21:54:49;1790;79062863352;;352833037456380;21232 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;;Входящий звонок;Local;12.11.2013 21:54:49;79062863352;79114167216;6238
79062863352;79216666377;250992180008353;12.11.2013 22:24:54;1629;79216666377;;352833037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;;Исходящий звонок;Local;12.11.2013 22:24:54;79062863352;79216666377;6238
79062863352;79114167216;;13.11.2013 00:17:53;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;13.11.2013 00:17:53;79062863352;79114167216;
79062863357;79062863352;250992180008353;13.11.2013 10:34:05;21;79062863352;;352833037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;;Входящий звонок;Local;13.11.2013 10:34:05;79062863352;79062863357;6238
79062863357;79062863352;250992180397736;13.11.2013 10:34:05;21;79062863352;;357855010842960;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;13.11.2013 10:34:05;79062863357;79062863352;6238
79062863352;79216666377;250992180008353;13.11.2013 10:42:04;16;79216666377;;352833037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;;Исходящий звонок;Local;13.11.2013 10:42:04;79062863352;79216666377;6238
79633596113;79062863352;250992180008353;13.11.2013 10:42:35;78;79062863352;;352833037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;;Входящий звонок;Local;13.11.2013 10:42:35;79062863352;79633596113;6238
79633596113;79062863352;250992180468178;13.11.2013 10:42:35;78;79062863352;;351727051153460;23312 ;"Энская обл, Энск г, Южная ул, Автостоянка ""Север"", АМС ОАО ""ВымпелКом""";79062919999;Энск;;Исходящий звонок;Local;13.11.2013 10:42:35;79633596113;79062863352;6238
79168999100;79062863352;250992180008353;13.11.2013 10:44:25;0;;;352833037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;79168999100;SMS Входящее;Local;13.11.2013 10:44:25;79062863352;79168999100;6238
79062863352;79163714859;250992180008353;13.11.2013 10:44:48;85;79163714859;;352833037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;;Исходящий звонок;Local;13.11.2013 10:44:48;79062863352;79163714859;6238
79062863352;79113013131;250992180008353;13.11.2013 10:50:59;16;79113013131;;352833037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;;Исходящий звонок;Local;13.11.2013 10:50:59;79062863352;79113013131;6238
79062863352;79633596113;250992180008353;13.11.2013 10:51:58;51;79633596113;;352833037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;;Исходящий звонок;Local;13.11.2013 10:51:58;79062863352;79633596113;6238
79062863352;79633596113;250992180468178;13.11.2013 10:51:58;52;79633596113;;351727051153460;23312 ;"Энская обл, Энск г, Южная ул, Автостоянка ""Север"", АМС ОАО ""ВымпелКом""";79062919999;Энск;;Входящий звонок;Local;13.11.2013 10:51:58;79633596113;79062863352;6238
79062863352;79163714859;250992180008353;13.11.2013 10:53:08;26;79163714859;;352833037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;;Исходящий звонок;Local;13.11.2013 10:53:08;79062863352;79163714859;6238
79062863352;79062863357;;13.11.2013 10:54:08;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;13.11.2013 10:54:08;79062863352;79062863357;
79062863357;79062863352;250992180008353;13.11.2013 10:54:48;21;79062863352;;352833037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;;Входящий звонок;Local;13.11.2013 10:54:48;79062863352;79062863357;6238
79062863357;79062863352;250992180397736;13.11.2013 10:54:48;20;79062863352;;357855010842960;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;13.11.2013 10:54:48;79062863357;79062863352;6238
79216664228;79062863352;250992180008353;13.11.2013 12:07:22;43;79062863352;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;13.11.2013 12:07:22;79062863352;79216664228;6238
79113034457;79062863352;250992180008353;13.11.2013 12:22:08;19;79062863352;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;13.11.2013 12:22:08;79062863352;79113034457;6238
79062863352;79216664228;250992180008353;13.11.2013 12:30:54;12;79216664228;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;13.11.2013 12:30:54;79062863352;79216664228;6238
79216664228;79062863352;250992180008353;13.11.2013 12:33:21;68;79062863352;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;13.11.2013 12:33:21;79062863352;79216664228;6238
79062863352;79216664228;;13.11.2013 13:54:14;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;13.11.2013 13:54:14;79062863352;79216664228;
79219600002;79062863352;250992180008353;13.11.2013 13:55:32;0;;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79219600002;SMS Входящее;Local;13.11.2013 13:55:32;79062863352;79219600002;6238
79217246304;79062863352;250992180008353;13.11.2013 14:27:28;112;79062863352;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;13.11.2013 14:27:28;79062863352;79217246304;6238
79217246304;79062863352;250992180008353;13.11.2013 14:37:16;82;79062863352;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;13.11.2013 14:37:16;79062863352;79217246304;6238
79216664228;79062863352;250992180008353;13.11.2013 14:50:51;32;79062863352;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;13.11.2013 14:50:51;79062863352;79216664228;6238
79062863352;79217246304;250992180008353;13.11.2013 14:59:24;21;79217246304;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;13.11.2013 14:59:24;79062863352;79217246304;6238
79219600002;79062863352;250992180008353;13.11.2013 15:00:59;0;;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79219600002;SMS Входящее;Local;13.11.2013 15:00:59;79062863352;79219600002;6238
79062863352;79163714859;;13.11.2013 15:04:23;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;13.11.2013 15:04:23;79062863352;79163714859;
79062863352;79163714859;;13.11.2013 15:04:28;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;13.11.2013 15:04:28;79062863352;79163714859;
79062863352;79163714859;;13.11.2013 15:04:33;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;13.11.2013 15:04:33;79062863352;79163714859;
79062863352;79217246106;250992180008353;13.11.2013 15:05:01;240;79217246106;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;13.11.2013 15:05:01;79062863352;79217246106;6238
79168999100;79062863352;250992180008353;13.11.2013 15:06:00;0;;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79168999100;SMS Входящее;Local;13.11.2013 15:06:00;79062863352;79168999100;6238
79062863352;79216666377;250992180008353;13.11.2013 15:13:54;7;79216666377;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;13.11.2013 15:13:54;79062863352;79216666377;6238
79062863352;79216666377;250992180008353;13.11.2013 15:14:17;616;79216666377;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;13.11.2013 15:14:17;79062863352;79216666377;6238
79062863352;79217246106;250992180008353;13.11.2013 15:34:12;253;79217246106;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;13.11.2013 15:34:12;79062863352;79217246106;6238
79062863352;79216664228;250992180008353;13.11.2013 15:50:18;23;79216664228;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;13.11.2013 15:50:18;79062863352;79216664228;6238
79062863352;79216664228;250992180008353;13.11.2013 15:58:56;26;79216664228;;352833037456380;20362 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;13.11.2013 15:58:56;79062863352;79216664228;6238
79217246106;79062863352;250992180008353;13.11.2013 15:59:23;76;79062863352;;352833037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;13.11.2013 15:59:23;79062863352;79217246106;6238
